text,sentiment
apsab in sha allah duaon main shamil hain ,1
 insallah allah apky saath hy allah achy leader dy jo main bin qasim ki nasal sy ho  ,1
 photographer to bi zawaal main han ,2
 mis you sir ap bahut yaad aaoge ,2
 100 hindu main ek muslim theak s rahe sakta hai lekin 10 muslim main 1 hindu surakshit nahi rahe saktakerala main 32000 girls ka pata nahi kha hai jo muslim nahi thi or kasmir main b esa hi hua tha ,2
 yai achi hain kafi bonanain bazar main intne achi nahi milti yai daraz per achi mil gai kafi ,1
 maahi character    ,2
 bewafaai ki sab kitabon me ere jaise koe misaal nahi ,2
 very good lahore qalandars i love you ,1
 jay seeri raam ji ,1
 same here  halaf order bhj ky phir complain py koe action ni letay fazool ky excuses or payment full andr kar letay jab banda complain kry to v will call yn with in there hours after that aa mail of apology receives and this cycle continues  simple is that thay are complete thugs and frauds  ,1
 aisa raleef gand me lay ly patwari ,0
 1965 ki jang ky bad jab january 1966 main ayub khan nay allanetasqand per dastakhat ker deye to bhutto nay apnay uhday sy istafa day deya or larkana chalay gay lakin ayub khan ky lia allanetasqand ky baray main akely jawab dahi bohot mushkil thi ,0
 bhoot time bad maza agya qatil ,1
 is program ky takkr me mene aaj tak to na asi movie ya dusra koe drama daikha bnane wale ny bhi intne he siddhat se kise se muhabat ki hogi jitni ismay h  ,1
 qatil footh path par apni zindagi ka ikhtamam kya ,0
 kolkata ke gharib awam ki halat e zar ny mother teresa ke dil par gahra asar muratab kya or unhon ny mehaz mazhabi khidmat anjam dene ke bajhay insaani khidmat ko apni zindagi ka maqsad bana leya ,1
 nice thaak gaya ho tum subko seekha seekha ky ,0
 bhai ma to bout badda fan ho gai ,2
 tery makeup sy ab bol khud e pol khulwa leya ,0
 yai muzhe chain kyun ni ata ,2
 bhai mera naam bhi farhat he gf mahi ,2
 yahoodi agent kuttay ki mot mary ga ,0
 balochistan main jo qatil dardnak waqeya huwa qatil osk oper koe repoting nahi aaj ek ki mot hui th kaisa hosh me ayeap logo ko bs apni cannel ki retting badny qatil ke lia news chahye ,0
 tumsa koe pyara koe masom nahi hai ,1
 ap ki land ki liyea qatil fb me ho ,2
 news sacchi he yt par detail deklo ,2
 bas karo or kitna zaleel karogi as bechara hawamo kao khuda kai leye maf karo as bechara hawamo ko ,1
 abhi dholki ke ,2
 yai drama feriha drama ki copy han qatil ,2
 aree wah mohlat drame ka salman here qatil khalid ky roop me ,2
 ek b comment mushkil se drma ky related han ,2
 bara eshan hai ,1
 anparh jahil beghairat chor kahin ka ,2
 qatil goya sabhi sar dhunte hain mushkil pasandi un ka mizaj sahi lekin shair ki manuyat or is main mujod eeeeeeshairieeeeee is par haawi hoti hai ,1
 jado teri najar khushboo tera badan      ,1
 anya ki eyes daikh ko kis kis ko nagin serial ki yaad ati h   ,2
 wo sada bahar naghmay jo aaj bhi kaano main rus gholte hain unhi khud par picturize karwana bohat acha laga ,1
 ap konsi country main rahiti haiindia main yai drame nahi chalte15 din main dikha doonga ,2
 wawww re waaaa yai nay nay tips kaha se aa rahay him qatil ,1
 yah madam bhi jamtana gang se hai jute maro jute  ,2
 main india se hun mujhe yai song itna psnd hai ki main ky btau main bed karti hun jab college ky liye ready hoti hun tab bhi yahi song sunte hun jab khana banate hun tab bhi yahi song sunte hun jab raat me sone jate hun tab bhi yahi song sunte hun mtlb itna accha lagta hai song yai    ,1
 keep making posts so people continue to send lanat ,0
 anaya so cute yar or uske aankhe so nice qatil ,1
 ab blues clues to khelnay se to rahay bahter yai jana ky ek fahrist tayaar ki jaye ,1
 alhamdhulilah        ,1
 pagal pagal pagal ,0
 mangu main ab kya rabb se paya hai tujhko jab se ,2
 haa ibrahim ki mummy bhut acchi hai waqeya me ,1
 i got the same email plus thay also called me   i was devastated qatil me soch rahe the free me mujhe aaj khana mile ga raat me sakon s krugi lekin in zalemon ny khatam kar diyaa ,1
 salaaaam bhai jan hhhhhaaa hhhhhaaa  ,2
 canada may reh kar be iss ka kotta pan khatam nahi hau ,0
 bhala ho punjab walo ka ,1
 ab agay dekho reham khan ki kitaab me kya kya inkishafat hoti han ,0
 yai chand raat ho us din ek tasbeeh parh lain ,1
 agar end pe mahi and farhad aren t together i don t want the drama man  ,2
 south africa main har ghar main asy kaky py jatay hn  ,0
 mulzim muhsin ali ny imran farooq ky qatal ka aitiraf kar lia muazzam ali ny saholatkar ka kirdar ada kya scotland yard ko bayan qatil ,0
 qatil hindustan ke mukhtalif elaiko main na sirf pakistan ke naam se tanzemain qaiam huein balke pakistan ke naam se akhbarat oh jaraed bhi jari kya gaya ,1
 qatil mujhe is baat ki khushi hai ke main ny 2013 ke games main infaradi tor par sab se zayada 8 gold medals leye the jo ek record hai ,1
 chaudhry rahmat ali nay apni tajveez main punjab sey p soba sarhad key afghanon sey a kashmir sey k sindh sey s or balochistan sey tan lay ker unko apus main qatil  qatil  qatil  jour ker pakistan banay ,1
 is liye ab anay wale nahi dramas mien main baquaida kuch sanjeeda roles mien dikhai dongi ,1
 in ka keya hai yar pir bana lenghy masla to middle class ka hota hai          ,0
 bohot khoob gunny ky alfaaz or video daikh kar kuch ajeeb sa nahi lgta in se to 9039s ki song qatil    achy hey aaj kal to bas kaprhy utarny ka muqbla horaha hai ,1
 kamzor aankon ky liay yai bari achee ijaad hai aankon pe isko pehen ky zor kaam parhta hai lens ki quality bhee achee hai or labay chalne ki umeed rakhta hoon kiunkay achi quality per mustamil hain yeh ,1
 era sohna murshad sada jeeve ,1
 sharam karo bagerat insaan ,0
 guzishta do dehaiyon main firqa warana tasob or inteha pasandi ny pore mulk ko apni lapait main li leya ,0
 ab yai jhoot hai ky kse ky opar bandooq rakh ky oos se party chornay ko kahe sab ki apni marze hoti hai or isky family ky bhary bary log army ky bary uhdo py hai koe is ky saath galat nhe kar sakta ,0
 lanti log or lanti chanal anu natter nahi nazer aya soofi gujraten nazer nahi ae ,0
 arshad or boman wale pic kon c hai ,2
 yah ek number ka jhooth bol rahe hai madam bjp shasit sirf char pradesh bachi hain baqi teen rajya main jahan bjp ki sarkar hai vidhayak khared kar sarkar banai hai bjp ny janata ny unko jita kar shasit nahin kya hai un rajyon main rss ,2
 yai 28 november 1979 ka waqea hai jab adleed main torsam khan doosre round ke match main new zealand ke newan barber ke madd e moqabil thay woh tamashayon sey bhari huee galri main apni fun ka shandar mozahra ker rahe thay ,1
 police b smart or bahir jaise ho full train warna langoor ky hat angoor wale bat ha 4 dinma toor ky b ga achi gov or acha insaaf b hona lazmi han jo ky hani mulk ma ,0
 steeltown main kab ayega  ,1
 haram ka kha khar aati he tond ,0
 yar pakistanion rehem karo khud par yar khuda ko mano ku iss ko khud par musallat karna chahati ho iss main eik wazeer e azam banne ki koe bhi salahiyat mojood nahi kasam se yar khud ko izzat do ku ke iss ke wazeer se azam banne ke bad mujhay nahi lagta international level pe izzat milni hai hamay ,2
 ap ka imran khan se dil uth jayega ,0
 yai midiya b beghyrat ,0
 or bad kismati yai hai ky allah ki 1 nahi manty qatil ,0
 rahat fatih ali khan sir salam hapko kya song bana ya hai ,1
 upssc me karna hai kya ,2
 lanut shahbaz daar poori hakomat par lakh di lanut ,0
 qatil han qatil malik ka beta hi milna chahiye tha isko pata ni konsa sasta attitude hai jo khatam ni hota hamara banda itti mhnt krra hai bhaii kuch to response daina chahiye na but iske nkhre kaam honi ky bajy bdhte jari hai ,2
 wafaq ka quaid mqm ki taqreer ku buniyad bana kar eid ky bad mqm ky markaz nine zero ku seal krny par goor lt media zaraiay gt qatil ,0
 pakistan ki police dunyia ki bad tareen police hain ,0
 sir hamlog is waqat bharat ke sabsy surkshit sthan par khade hai qatil ,2
 is ko sharam karna chiya kabi pak aramy ko bura bla kabi nab ky kabi supreem court ko bura bla khata hai sab galat hai ya chor famaly sahi hai kya ya pakistan ka don hai is chor ko jal ma kyoun nahi bajtay kanun sab ky liy bara baar hona chiya is ky bap ka to nahi hai pakistan shareef kahndan nay chouri be kya hai kuttay ki thara madia ma bonk be rhay hai ,0
 wqt tmhain yazeed ki tarha yaad rakhay ga ,1
 apaka har episode best nice   from india      ,2
 allama raghib ahsan aalim sahafi or tehreek e pakistan ke rahnuma the ,1
 aagr is song ko sun li to neend aa jate hi love you and your song                                                                 ,2
 ooo chor ky buchy sharam to na ae tumhein  ,1
 ma sha allah and in sha allah      ,1
 my bish ke 6billilen ho jaye ,1
 yai kon serial hai or kisappar dikhata hai ,2
 agar fair elections hongay na to na pata chalega pmln kahan gay na pata lagyge ppp kahan gayi qatil ,1
 abhi ja oh ja  sar na kha ,1
 abay ja na riders ko paisay to dy nahin paate ,1
 hahahaha shukariya shukria ,1
 jab network nahi aai ga tab hi kaise bhje ge ,2
 indian hun ,2
 behtareen quality hai bohat durable body hai jis sey andaza hota hai ky chez payedar hai kaam main bhi bohat effective hai ,1
 is videos ko dislike krne wale insaan qatil matlbhi qatil hai qatil  qatil yar mare dost jo ma se pyar karti han vo like karti hai dislike nahi matlabhi qatil insaan ho tum  ,2
 randy orton ka beta hoga to bolenge daikh randi ka larka aya hai ,0
 pia mulazmin kal sy saddarati ordinance ky khilaf kaam band kar dein gay joint action committee ka ailan ,0
 kamal karti qatil  qatil  ny ,1
 eid mobark ,1
 faqeer bc ,0
 yai couple video zara dekhein boy khud e bana raha ,1
 kya kia jae kon sacha han allah jany pak kise bdl sakta han i think 7 nsl to asi e guzeer jain ji bd me koe hua to pata ni ,1
 sab sab chutiya banti hai fek news ,0
 preedy street per firing se 1 shakhs zakhmi qatil ,0
 plz ramazan ma asy daram banana chor dny ,2
 neem ka patta karwa hyik  ,0
 aa bchaii der khwez yai ,2
 begarat tolaaa ,0
 ve nakhra gori da shawa     the ending thou soo funny na cute qatil hai na  ,1
 hardly p0 to o0 people sitting there there is absolutely no comparison between their crowd and ptis crowd ,2
 kya kahta hai quotis mal ko bechdeinquot govinda        ,2
 bhai me bhi apki jeisa video dalta hun apni channel par ek baar jake daikh sakti ho agar pasand aye to kar daina bhai ekbar daikh lo sayed apko acha lage ,2
 ajaa bc pilati hon coca cola  ,0
 bhan tum khota khor ho aaj b agar personal zaleel ni hoti to aglay 25 saal b inhe ky jooty sidhy karti or mulk ko barbad karnay main inhe ka saath dayti  well deserve           ,0
 is ny toba kar li hai or yai ab singer b nahi hai to is ko singer kion likha hai ,1
 asli feeling to tab pata chlegi jab murtasim us behaya se shadi na kre ,2
 lakh d lanat begharto ,0
 thanks god akhir chal hi para mera ac bohot zabardast chiz hay ,1
 feroze khan ki acting or rahat fatih ali khan ka singing combo hmesha kamal karta hai  eg khaani ,1
 ma ki boshdi in ki ,2
 ary my us ky saath mzk kar raha hun          ,2
 bushramahmood11 achi baat hai utha lay apko orapjhoty leader or fitny ko qayamt tak rakhy is dunia par       ,1
 goli kis ko lage hai ,0
 teri baji ki cosmelun randi ky bachayteri baji ko doggystyle main chode bandateri phen dy phudde chu sariya wararandion ka kahndan hai terasari randiyan apni tatti wale bund li kar paish kar deti heinteri ma sabsy bari randiapni kali chot marwati rahiti hai ,0
 is weeb sirij ny mohabbat new tarike se likhi qatil verery heart touching song rona aa jata hai ,2
 bahut acha serial ya my favourite        ,1
 baizaan kya gana banaya hai jabardast    ,1
 toba allah in ko hadyt da ,0
 tv media ko reham khan ayan ali or saisatdano ky cases ki khabron se fursat nahi qatil ,0
 lanat is imported govt per ,0
 yh hobby ksee din hmyy marwayeee ga ,0
 jeetnay b pmln ky supporter daikhain han wo sab ky sab uneducated jin ki aankho py pati bandi hoi hai jahalat ki ,0
 main india se hun i love pakistan love ,2
 bepardagi is bepardagi its behayai ,0
 kon kon is gane ko 2023 me dhek raha hai ,2
 mare is song ko aaj 50vi baar sun raha hu   ,1
 jhoot and tohmat ka manjan nahi biknay wala   qatil n ,0
 mujay ku laga yea aandha hai ,2
 kabhiapkisi ki yahodi agen kehty ho kabi kise ko 3 shadia kernay per laan taan kartay ho or jo begair shadio ky wazarto ka faida uthatay huwy ayashayan kartay hain wo patwario ma halal han afsoos ,0
  han naaa or kya  kasam sy inke chawliyaan nahi muktin  muu kholny sy pehly dekhtin hi nahi ky kya bawaseer phailany lagin        ,0
 l hai 10 metar lamba gandi leg ,0
 ayeza khan chand tara necklace is so beautifull ,2
 shirts bilkul b achi ni hen or colours b different hen so sad really disgusting ,0
 gand nazar arhi han anti ji ,1
 beti idat se uthte hathon py mehndi bad main laga deti ama ji ,2
 qatil marnay se 3 maah qabal bemari shidad ikhteyar kar gay or wo koma main chale gay ,0
 agar tum meherban hotai to hamara haal kya hota qatil ,0
 is dramey ka naam teri bin nahi bewaqoof meerab hona chahye qatil tha ,0
 lanat hai tumhara xhoje dar par or tum par 3 crore ka chori krwali magar 30 hazr main guard nahi rakha gyyy ,0
 video galat he song da matlab kuj hor nikalta heje video ch gand na vkhonde song ta v chlna c kyo ki song vich damm he ,0
 yai to zindah but bangea ,2
 gando hain yai do khusre ,0
 inke shakalay kitni pakki hai  allah mafi ,0
 asi lafange ko bolne diya jata akhir kyon  ,2
 jab khandaan qatil iqbal bano ke shauk ki raah main mazeed rukawat na bana or inho ny ustad chand khan se classical singing ki baqaida tarbiat layne shuro ki ,1
 ap qasm ka sktay hai ky e hum dil se share kar raha ho bas besharmi air bezamere hai bae koch nahi hai ,1
 lakh di laaaanat teri shakal tah bandar day bachay hon v nashay which tan baitha aaiyn laaaaanati   ,0
 allah pak magfrat kry jantul ferdos main ala mukaam ata kry ameen suma ameen ,1
 his visit remind me muba bhai mbbs parents visiting him in city ,1
 suhag raat main bhi unko bula lo ,0
 intakhab alam bari bhai ko khud se zayada basalahiyat qarar dete hain ,1
 shadi mubarak hoi ,1
 in 5 months khuda or mohabbat haawi 114 million views and mare pas tum ho ost haawi 94 million views in 1 year and 10 months                                                                                            ,2
 or agar kise ka card nahi hai to wo order kaise karay   ,1
 hhhhhhhh good luck ,1
 its aa great pleasure ,1
 kutta marasi bhngi jawad           ,0
 pmln will win   ,2
 video bohot ala hai yar  ,1
 imran khan ko agar vote den hai to auske saisi zindagi dekhein agar baji ky rishta daina hai to auske zaati zindagi dekhein shukriyaaa ,1
 beggers couldnt be chooser dalaal ,1
 qatil akhir kar british open title mohibullah ke hisse main 1962 main aya yai sabit qadmi ki fatih the unke mehnat rang lai or kismat neb hi un ka khoob saath deya ,1
 wah faroz khan wah love you ,1
 zabrdust bhai jan ,1
 hai ahahahah pir maza na ata shyd geebat krny mei agar gunah na hata tou p ,0
 isky confidence or body language sy to yh 1 chaprasi or masalli bbi ni lag raha ,1
 teri oqaat kya hai gandu jo imran khan ky khilaf bt kartay ho ,0
 lifafa bhai ,2
 dil chu liya ,1
 best candidate koa nhn mil rahaaapkea workers koa nhnapkea pti keaa tickes bhi choro koa louton koa mil rhea hean ,0
 ali baba and 40 chor gang     ,0
 yar or phir punjab hakomat bolti he ke hamari shahar robbers se pak henso what is this     ,0
 allah ki batain hain koe insaan ya bi nahi bata sakta ka wo agle saans la ga ya nahi ,1
 masla agar jaat ka na hota to hamarabhi pyaar muqaamal hota                        ,1
 kuch baten theak hain lekin sab nhen inko nasha nhen deya ja sakta qk wo haram haihwas slb kar leta hai or achy bury ke pahichan nhen rehte dusra long run main inke apni seht ky leye nuksandy hai to jo kya ja sakta hai wo hai councelling and grooming han sab kartay hain jesy ky west main lekin unk mashry main msael b wesay hain phir galat kaam ko sirf is leye ky sab kar rhy hain theak nhen kha ja skta bilkul yai sab decent or achy log hain agar to sahi direct kya jay to joapkhud b kar skty hain in main beth ky ,0
 bara mushkil hai kahna par kahna parey ga ,0
 sindh building control authority ky 280 mulazmeen ky degreeyan jaali nakli 43 assistant director 80 inspectors bhi shamil qatil ,0
 ghulamon ki riasat importedgovernment jaahilgovernment ,1
 jis main bushra ny bijli ka role ada kar ke meyla loot liya ,1
 third class ekdam pata nahi konsa paratha hai ,1
 tata call te aa teri ma da kusa nu chira ,0
 kaise sukriya karun is song ko kitna bhi suno per dil nahi manta h         ,2
 i love lahore qalandars or ma agay bhi lahore ko sport karo ga qk lahore lahore hai ji ,1
 duniya e squash main 2013 ke ikhtetam par un ki world ranking 48 thi taham nasir iqbal ke azam buland hain or bohat jald dunya ke top teen khelaryon main shamil honi ke leye pore mehnat kar rahe hain ,1
